source_id,amount_text,amount_value,amount_unit,year_mentions,province_mentions,evidence_text,verification_status
guizhou_2024_chishui_decision,300元,300,元,2024|2025,贵州,"绩 效 指 标 一级指标 二级指标 三级指标 年度指标值(A) 实际完成值(B) 分值 得分 产出指标 (50分) 数量指标 拨付高层次人才津贴人次 ＝21人次 ＝5人次 10 2.38 质量指标 人才评选、考核符合相关要 求和规定 ＝100% ＝100% 10 10 时效指标 2023—2025年完成拨付 ＝100% ＝100% 10 10 成本指标 项目或定额成本控制率 ＝100% ＝100% 10 10 高层次人才津贴发放标准，博 ＝800元/月 ＝800元/月 5 5 高层次人才津贴发放标准，博 ＝300元/月 ＝300元/月 5 5 效益指标 (30分) 社会效益 指标 促进培养、引进高层次创新 创业人才 显著 达成年度指标 15 15 可持续影 响指标 积极营造尊重知识、尊重劳 动良好舆论氛围 积极营造 达成年度指标 15 15 满意度指 标(10分) 满意度指 标 高层次人才对人才发展环境 的满意度 ≥85% ≥100% 10 10 总 分 90 82.38 自 评 结 论 2024年根据实际情况，发放高层次人才津贴5人次，为进一步推进人才强省战略，为聚焦“四化”和生态建设提供有力的人才支撑 联系人：柏昕成 项目支出绩效目标自评表 （2,024年度） 填报日期：2025/02/14 高层次人才津贴经费 贵州省生态环境厅本级 分值 执行率 得分 10 100.00 10 - - - - - - - - - - - - 实际完成情况 2024年根据实际情况，发放高层次人才津贴5人次，为进一 步推进人才强省战略，为聚焦“四化”和生态建设提供有力 的人才支撑。",candidate_requires_manual_review
guizhou_2024_chishui_decision,300元,300,元,2024|2025,贵州,"绩 效 指 标 一级指标 二级指标 三级指标 年度指标值(A) 实际完成值(B) 分值 得分 产出指标 (50分) 数量指标 拨付高层次人才津贴人次 ＝21人次 ＝5人次 10 2.38 质量指标 人才评选、考核符合相关要 求和规定 ＝100% ＝100% 10 10 时效指标 2023—2025年完成拨付 ＝100% ＝100% 10 10 成本指标 项目或定额成本控制率 ＝100% ＝100% 10 10 高层次人才津贴发放标准，博 ＝800元/月 ＝800元/月 5 5 高层次人才津贴发放标准，博 ＝300元/月 ＝300元/月 5 5 效益指标 (30分) 社会效益 指标 促进培养、引进高层次创新 创业人才 显著 达成年度指标 15 15 可持续影 响指标 积极营造尊重知识、尊重劳 动良好舆论氛围 积极营造 达成年度指标 15 15 满意度指 标(10分) 满意度指 标 高层次人才对人才发展环境 的满意度 ≥85% ≥100% 10 10 总 分 90 82.38 自 评 结 论 2024年根据实际情况，发放高层次人才津贴5人次，为进一步推进人才强省战略，为聚焦“四化”和生态建设提供有力的人才支撑 联系人：柏昕成 项目支出绩效目标自评表 （2,024年度） 填报日期：2025/02/14 高层次人才津贴经费 贵州省生态环境厅本级 分值 执行率 得分 10 100.00 10 - - - - - - - - - - - - 实际完成情况 2024年根据实际情况，发放高层次人才津贴5人次，为进一 步推进人才强省战略，为聚焦“四化”和生态建设提供有力 的人才支撑。",candidate_requires_manual_review
guizhou_2024_chishui_decision,1.5万元,1.5,万元,,,绩 效 指 标 一级指标 二级指标 三级指标 年度指标值(A) 实际完成值(B) 分值 得分 产出指标 (50分) 数量指标 拨付高层次人才津贴人次 ＝4人次 ＝2人次 10 5 质量指标 人才评选、考核符合相关要 求和规定 ＝100% ＝100% 10 10 时效指标 当年完成拨付 ＝100% ＝100% 10 10 成本指标 项目或定额成本控制率 ＝100% ＝100% 10 10 高层次人才津贴发放标准 ＝1.5万元/人·年＝1.5万元/人·年 10 10 效益指标 (30分) 社会效益 指标 促进培养、引进高层次创新 创业人才 显著 达成年度指标 15 15 可持续影 响指标 积极营造尊重知识、尊重劳 动良好舆论氛围 积极营造 达成年度指标 15 15 满意度指 标(10分) 满意度指 标 高层次人才对人才发展环境 的满意度 ≥85% ≥100% 10 10 总 分 90 85 自 评 结 论 已完成项目目标，根据实际符合条件的高层次人次发放住房补贴。,candidate_requires_manual_review
guizhou_2024_chishui_decision,1.5万元,1.5,万元,,,绩 效 指 标 一级指标 二级指标 三级指标 年度指标值(A) 实际完成值(B) 分值 得分 产出指标 (50分) 数量指标 拨付高层次人才津贴人次 ＝4人次 ＝2人次 10 5 质量指标 人才评选、考核符合相关要 求和规定 ＝100% ＝100% 10 10 时效指标 当年完成拨付 ＝100% ＝100% 10 10 成本指标 项目或定额成本控制率 ＝100% ＝100% 10 10 高层次人才津贴发放标准 ＝1.5万元/人·年＝1.5万元/人·年 10 10 效益指标 (30分) 社会效益 指标 促进培养、引进高层次创新 创业人才 显著 达成年度指标 15 15 可持续影 响指标 积极营造尊重知识、尊重劳 动良好舆论氛围 积极营造 达成年度指标 15 15 满意度指 标(10分) 满意度指 标 高层次人才对人才发展环境 的满意度 ≥85% ≥100% 10 10 总 分 90 85 自 评 结 论 已完成项目目标，根据实际符合条件的高层次人次发放住房补贴。,candidate_requires_manual_review
guizhou_2024_chishui_decision,2000万元,2000,万元,2023|2024,贵州,"3.组织专家研 - 121 - 项目支出绩效目标自评表 （2,024年度） 单位（盖章）： 项目名称 生态文明贵阳国际论坛经费 主管部门及代码 [204]贵州省生态环境厅 实施单位 贵州省生态环境厅对下 项目资金 （元） 资 金 来 源 年初预算数 全年预算数（A） 全年执行数（B） 年度资金总额： 3000000 3000000 3000000 财政拨款： 3000000 3000000 3000000 ------本级安排： 3000000.00 3000000.00 3000000.00 ------其中：上级补助： 0 0 0 其他： 0 0 0 年度 总体 目标 预期目标 实际完成情况 确保生态文明贵阳国际论坛成功举办 2024年成果举办生态文明贵阳国际论坛 绩 效 指 标 一级指标 二级指标 三级指标 年度指标值(A) 实际完成值(B) 分值 得分 产出指标 (50分) 数量指标 重大会议次数 ＝2次 ＝2次 10 10 参会人数 ≥1500人 ≥1500人 10 10 主题论坛数 ≥16个 ≥6个 10 3.75 质量指标 确保论坛顺利举办 ＝100% ＝100% 时效指标 项目完成时限 2023年完成 达成年度指标 10 10 成本指标 项目或定额成本控制率 ＝100% ＝100% 5 5 项目成本 ≤2000万元 ≤300万元 5 5 效益指标 (30分) 生态效益 指标 提高生态文明贵阳国际论坛 影响力 提高 达成年度指标 30 30 满意度指 标(10分) 满意度指 标 参会人员对工作的满意度 ≥90% ≥90% 10 10 总 分 90 83.75 自 评 结 论 2024年成果举办生态文明贵阳国际论坛 联系人：柏昕成 项目支出绩效目标自评表 （2,024年度） 填报日期：2025/02/14 生态文明贵阳国际论坛经费 贵州省生态环境厅对下 分值 执行率 得分 10 100.00 10 - - - - - - - - - - - - 实际完成情况 2024年成果举办生态文明贵阳国际论坛 未完成原因分析 2024年是小会 2024年成果举办生态文明贵阳国际论坛 - 122 - 项目支出绩效目标自评表 （2,024年度） 单位（盖章）： 项目名称 高层次人才津贴经费 主管部门及代码 [204]贵州省生态环境厅 实施单位 遵义生态环境监测中心 项目",candidate_requires_manual_review
guizhou_2024_chishui_decision,300万元,300,万元,2023|2024,贵州,"3.组织专家研 - 121 - 项目支出绩效目标自评表 （2,024年度） 单位（盖章）： 项目名称 生态文明贵阳国际论坛经费 主管部门及代码 [204]贵州省生态环境厅 实施单位 贵州省生态环境厅对下 项目资金 （元） 资 金 来 源 年初预算数 全年预算数（A） 全年执行数（B） 年度资金总额： 3000000 3000000 3000000 财政拨款： 3000000 3000000 3000000 ------本级安排： 3000000.00 3000000.00 3000000.00 ------其中：上级补助： 0 0 0 其他： 0 0 0 年度 总体 目标 预期目标 实际完成情况 确保生态文明贵阳国际论坛成功举办 2024年成果举办生态文明贵阳国际论坛 绩 效 指 标 一级指标 二级指标 三级指标 年度指标值(A) 实际完成值(B) 分值 得分 产出指标 (50分) 数量指标 重大会议次数 ＝2次 ＝2次 10 10 参会人数 ≥1500人 ≥1500人 10 10 主题论坛数 ≥16个 ≥6个 10 3.75 质量指标 确保论坛顺利举办 ＝100% ＝100% 时效指标 项目完成时限 2023年完成 达成年度指标 10 10 成本指标 项目或定额成本控制率 ＝100% ＝100% 5 5 项目成本 ≤2000万元 ≤300万元 5 5 效益指标 (30分) 生态效益 指标 提高生态文明贵阳国际论坛 影响力 提高 达成年度指标 30 30 满意度指 标(10分) 满意度指 标 参会人员对工作的满意度 ≥90% ≥90% 10 10 总 分 90 83.75 自 评 结 论 2024年成果举办生态文明贵阳国际论坛 联系人：柏昕成 项目支出绩效目标自评表 （2,024年度） 填报日期：2025/02/14 生态文明贵阳国际论坛经费 贵州省生态环境厅对下 分值 执行率 得分 10 100.00 10 - - - - - - - - - - - - 实际完成情况 2024年成果举办生态文明贵阳国际论坛 未完成原因分析 2024年是小会 2024年成果举办生态文明贵阳国际论坛 - 122 - 项目支出绩效目标自评表 （2,024年度） 单位（盖章）： 项目名称 高层次人才津贴经费 主管部门及代码 [204]贵州省生态环境厅 实施单位 遵义生态环境监测中心 项目",candidate_requires_manual_review
guizhou_2024_chishui_decision,800元,800,元,,,绩 效 指 标 一级指标 二级指标 三级指标 年度指标值(A) 实际完成值(B) 分值 得分 产出指标 (50分) 数量指标 拨付高层次人才津贴人次 ＝1次 ＝1次 10 10 质量指标 人才评选、考核符合相关要 求和规定 ＝100% ＝100% 10 10 时效指标 当年完成拨付 ＝100% ＝100% 10 10 成本指标 项目或定额成本控制率 ＝100% ＝100% 10 10 高层次人才津贴发放标准，博 ＝800元/月 ＝800元/月 10 10 效益指标 (30分) 社会效益 指标 促进培养、引进高层次创新 创业人才 显著 达成年度指标 20 20 可持续影 响指标 积极营造尊重知识、尊重劳 动良好舆论氛围 积极营造 达成年度指标 10 10 满意度指 标(10分) 满意度指 标 高层次人才对人才发展环境 的满意度 ≥85% ≥85% 10 10 总 分 90 90 自 评 结 论 已完成全年高层次人才津贴的发放。,candidate_requires_manual_review
guizhou_2024_chishui_decision,800元,800,元,,,绩 效 指 标 一级指标 二级指标 三级指标 年度指标值(A) 实际完成值(B) 分值 得分 产出指标 (50分) 数量指标 拨付高层次人才津贴人次 ＝1次 ＝1次 10 10 质量指标 人才评选、考核符合相关要 求和规定 ＝100% ＝100% 10 10 时效指标 当年完成拨付 ＝100% ＝100% 10 10 成本指标 项目或定额成本控制率 ＝100% ＝100% 10 10 高层次人才津贴发放标准，博 ＝800元/月 ＝800元/月 10 10 效益指标 (30分) 社会效益 指标 促进培养、引进高层次创新 创业人才 显著 达成年度指标 20 20 可持续影 响指标 积极营造尊重知识、尊重劳 动良好舆论氛围 积极营造 达成年度指标 10 10 满意度指 标(10分) 满意度指 标 高层次人才对人才发展环境 的满意度 ≥85% ≥85% 10 10 总 分 90 90 自 评 结 论 已完成全年高层次人才津贴的发放。,candidate_requires_manual_review
guizhou_2024_chishui_decision,800元,800,元,2024,贵州,"已完成预算，执行率100% 绩 效 指 标 一级指标 二级指标 三级指标 年度指标值(A) 实际完成值(B) 分值 得分 产出指标 (50分) 数量指标 拨付高层次人才津贴人次 ＝15/人次 ＝15/人次 10 10 质量指标 人才评选、考核符合相关要 求和规定 ＝100% ＝100% 10 10 时效指标 2024年完成拨付 ＝100% ＝100% 10 10 成本指标 项目或定额成本控制率 ＝100% ＝100% 10 10 高层次人才津贴发放标准博士（事业人员）800元达成年度指标 10 10 效益指标 (30分) 社会效益 指标 促进培养、引进高层次创新 创业人才 显著 达成年度指标 15 15 可持续影 响指标 积极营造尊重知识、尊重劳 动良好舆论氛围 积极营造 达成年度指标 15 15 满意度指 标(10分) 满意度指 标 高层次人才对人才发展环境 的满意度 ≥85% ≥85% 10 10 总 分 90 90 自 评 结 论 一、绩效目标的完成情况：已完成预算，执行率100% 二、存在问题：无 三、下一步改进意见：无意见 四、以后年度预算安排 联系人：陈静 项目支出绩效目标自评表 （2,024年度） 填报日期：2025/02/14 高层次人才津贴经费 贵州省环境科学研究设计院 分值 执行率 得分 10 100.00 10 - - - - - - - - - - - - 实际完成情况 已完成预算，执行率100% 未完成原因分析 一、绩效目标的完成情况：已完成预算，执行率100% 二、存在问题：无 三、下一步改进意见：无意见 四、以后年度预算安排 - 126 - 项目支出绩效目标自评表 （2,024年度） 单位（盖章）： 项目名称 高层次人才住房补贴经费 主管部门及代码 [204]贵州省生态环境厅 实施单位 贵州省环境科学研究设计院 项目资金 （元） 资 金 来 源 年初预算数 全年预算数（A） 全年执行数（B） 年度资金总额： 36000 36000 36000 财政拨款： 36000 36000 36000 ------本级安排： 36000.00 36000.00 36000.00 ------其中：上级补助： 0 0 0 其他： 0 0 0 年度 总体 目标 预期目标 实际完成情况 围绕环境重点领域培养、引进4名高层次人才。",candidate_requires_manual_review
guizhou_2024_chishui_decision,15万元,15,万元,,,已完成预算，执行率100% 绩 效 指 标 一级指标 二级指标 三级指标 年度指标值(A) 实际完成值(B) 分值 得分 产出指标 (50分) 数量指标 拨付高层次人才住房补贴人 次 ＝4/人次 ＝4/人次 10 10 质量指标 人才评选、考核符合相关要 求和规定 ＝100% ＝100% 10 10 时效指标 每年完成拨付 ＝100% ＝100% 10 10 成本指标 项目或定额成本控制率 ＝100% ＝100% 10 10 高层次人才住房补贴财政补助第三层次人才15万元；,candidate_requires_manual_review
guizhou_2024_chishui_decision,67万元,67,万元,2024,,绩 效 指 标 一级指标 二级指标 三级指标 年度指标值(A) 实际完成值(B) 分值 得分 产出指标 (50分) 数量指标 水功能区断面47个 ＝17个 ＝17个 10 10 质量指标 水功能区水质监测数据有效 率 ≥90% ≥100% 10 10 时效指标 完成时间 2024年12月31日 达成年度指标 10 10 成本指标 项目或定额成本控制率 ＝100% ＝100% 10 10 水功能区监测业务经费 ≤67万元 ≤48.8万元 10 10 效益指标 (30分) 生态效益 指标 监测数据为环境决策提供有 效支持 有效支持续 达成年度指标 15 15 可持续影 响指标 持续提供水功能区水质监测 数据 持续提供 达成年度指标 15 15 满意度指 标(10分) 满意度指 标 监测效果满意度 满意或不满意 达成年度指标 10 10 总 分 90 90 自 评 结 论 完成年度绩效目标。,candidate_requires_manual_review
guizhou_2024_chishui_decision,48.8万元,48.8,万元,2024,,绩 效 指 标 一级指标 二级指标 三级指标 年度指标值(A) 实际完成值(B) 分值 得分 产出指标 (50分) 数量指标 水功能区断面47个 ＝17个 ＝17个 10 10 质量指标 水功能区水质监测数据有效 率 ≥90% ≥100% 10 10 时效指标 完成时间 2024年12月31日 达成年度指标 10 10 成本指标 项目或定额成本控制率 ＝100% ＝100% 10 10 水功能区监测业务经费 ≤67万元 ≤48.8万元 10 10 效益指标 (30分) 生态效益 指标 监测数据为环境决策提供有 效支持 有效支持续 达成年度指标 15 15 可持续影 响指标 持续提供水功能区水质监测 数据 持续提供 达成年度指标 15 15 满意度指 标(10分) 满意度指 标 监测效果满意度 满意或不满意 达成年度指标 10 10 总 分 90 90 自 评 结 论 完成年度绩效目标。,candidate_requires_manual_review
guizhou_2024_chishui_decision,48.8万元,48.8,万元,,,未完成原因分析 后实际拔款48.8万元。,candidate_requires_manual_review
yunnan_2024_chishui_summary,2亿元,2,亿元,2018,,一是2018年在财政部、生态环境部的支持下，云贵川三省人民政府签订《赤水河流域横向生态保护补偿协议》，每年共同出资2亿元设立赤水河流域水环境横向补偿资金，开展赤水河流域生态补偿试点，建立了全国首个跨省流域横向生态保护补偿机制。,candidate_requires_manual_review
yunnan_2024_chishui_summary,1.2亿元,1.2,亿元,2020,四川|贵州,2018—2020年，我省共获贵州、四川两省补偿资金1.2亿元，连同省财政筹措的补偿资金0.6亿元，共计1.8亿元已全部用于赤水河流域生态保护项目。,candidate_requires_manual_review
yunnan_2024_chishui_summary,0.6亿元,0.6,亿元,2020,四川|贵州,2018—2020年，我省共获贵州、四川两省补偿资金1.2亿元，连同省财政筹措的补偿资金0.6亿元，共计1.8亿元已全部用于赤水河流域生态保护项目。,candidate_requires_manual_review
yunnan_2024_chishui_summary,1.8亿元,1.8,亿元,2020,四川|贵州,2018—2020年，我省共获贵州、四川两省补偿资金1.2亿元，连同省财政筹措的补偿资金0.6亿元，共计1.8亿元已全部用于赤水河流域生态保护项目。,candidate_requires_manual_review
yunnan_2024_chishui_summary,3亿元,3,亿元,2020|2023|2025,,2020年底协议到期后，经多轮磋商，2023年1月，云贵川三省人民政府签订第二轮补偿协议，补偿期限5年（2021—2025年）、补偿资金规模增加至每年3亿元。,candidate_requires_manual_review
yunnan_2024_chishui_summary,19.26亿元,19.26,亿元,,,机制建立以来，沿江各地签订补偿协议49份，安排中央和省级资金19.26亿元支持224个生态保护修复项目，持续改善沿江生态环境质量。,candidate_requires_manual_review
yunnan_2024_chishui_summary,5.9万元,5.9,万元,2024,,将用水权交易列入2024年全省水利工作重点任务，每个州（市）至少完成2单以上水权交易，目前已累计完成4单用水权交易，交易水量13.9万立方米，交易金额5.9万元。,candidate_requires_manual_review
yunnan_2024_chishui_summary,247.77亿元,247.77,亿元,,,一是推进“三治一改善”三年行动，长江流域的滇池、程海、泸沽湖共实施87个项目，总投资247.77亿元，已完成投资155.61亿元，完工28个项目。,candidate_requires_manual_review
yunnan_2024_chishui_summary,155.61亿元,155.61,亿元,,,一是推进“三治一改善”三年行动，长江流域的滇池、程海、泸沽湖共实施87个项目，总投资247.77亿元，已完成投资155.61亿元，完工28个项目。,candidate_requires_manual_review
yunnan_2024_chishui_summary,2091万元,2091,万元,,,对年用水量1万立方米以上5971户非农用水户实行计划用水管理，对超计划用水的582户实施累计加价收费2091万元；,candidate_requires_manual_review
yunnan_2024_chishui_summary,32.19亿元,32.19,亿元,2022|2023,,六是加强水资源费征收，完成水资费征收电子票据系统开发应用降低群众缴费成本，对困难企业予以缓交3个月，对历史欠账采取催缴、催缴无效申请法院强制执行等措施，2022年全省征收水资源费32.19亿元居全国第一、2023年全省征收水资源费30.71亿元居全国第二，为财政增收作出了积极贡献。,candidate_requires_manual_review
yunnan_2024_chishui_summary,30.71亿元,30.71,亿元,2022|2023,,六是加强水资源费征收，完成水资费征收电子票据系统开发应用降低群众缴费成本，对困难企业予以缓交3个月，对历史欠账采取催缴、催缴无效申请法院强制执行等措施，2022年全省征收水资源费32.19亿元居全国第一、2023年全省征收水资源费30.71亿元居全国第二，为财政增收作出了积极贡献。,candidate_requires_manual_review
yunnan_2024_chishui_summary,1.85万亿元,1.85,万亿元,,云南,《云南水网建设规划》已经水利部审定、省政府批准，并已融入国家水网战略规划，拟在2035年前建设10050件工程、投资1.85万亿元，为建成现代化强国云南篇章提供水安全保障。,candidate_requires_manual_review
yunnan_2025_chishui_case,2亿元,2,亿元,,,《协议》提出，云、贵、川按照1∶5∶4的比例共同设立2亿元/每年的补偿资金，根据赤水河干流及主要支流水质情况界定三省责任，以3∶4∶3的比例清算资金。,candidate_requires_manual_review
yunnan_2025_chishui_case,3亿元,3,亿元,,,同年5月，三省续签《协议》，将补偿周期调整为5年，补偿资金调整到3亿元/年。,candidate_requires_manual_review
yunnan_2025_chishui_case,6000万元,6000,万元,,云南,云南省获补偿资金上限从6000万元/年提高到9000万元/年，增幅达50%，为云南段生态环境保护修复提供了更可持续的资金保障。,candidate_requires_manual_review
yunnan_2025_chishui_case,9000万元,9000,万元,,云南,云南省获补偿资金上限从6000万元/年提高到9000万元/年，增幅达50%，为云南段生态环境保护修复提供了更可持续的资金保障。,candidate_requires_manual_review
yunnan_2025_chishui_case,16.29亿元,16.29,亿元,,,其中，竹子种植面积42.6万亩，产值达16.29亿元，覆盖全县赤水河流域98个村委会，覆盖率达70%以上，建成竹产业基地3个、竹笋初加工厂3个，解决农民就业4.13万人，实现农民人均增收500余元，镇雄县荣获“中国赤水源方竹之乡”称号；,candidate_requires_manual_review
yunnan_2025_chishui_case,7500万元,7500,万元,,,李子种植面积1.5万亩，建成产业基地2个，产值达7500万元；,candidate_requires_manual_review
yunnan_2025_chishui_case,2005万元,2005,万元,,,建成1337亩杉木坪山葵种植基地，实现产值2005万元；,candidate_requires_manual_review
yunnan_2025_chishui_case,5600万元,5600,万元,,,枇杷种植面积0.7万亩，建成产业基地2个，产值达5600万元。,candidate_requires_manual_review
yunnan_2025_chishui_case,101亿元,101,亿元,2019|2023,,流域内生产总值从2019年的101亿元增加到2023年的141亿元，年均增长8.6%；,candidate_requires_manual_review
yunnan_2025_chishui_case,141亿元,141,亿元,2019|2023,,流域内生产总值从2019年的101亿元增加到2023年的141亿元，年均增长8.6%；,candidate_requires_manual_review
yunnan_2025_chishui_case,12732元,12732,元,2019|2023,,人均可支配收入从2019年的12732元增加到2023年的17160元，年均增长7.7%。,candidate_requires_manual_review
yunnan_2025_chishui_case,17160元,17160,元,2019|2023,,人均可支配收入从2019年的12732元增加到2023年的17160元，年均增长7.7%。,candidate_requires_manual_review
yunnan_2025_chishui_case,1.8亿元,1.8,亿元,,云南,在第一轮3年补偿实施期内，云南省共获横向生态补偿资金1.8亿元，用于支持实施20个生态环境保护项目，涉及农村“两污”治理、土壤污染防治、水污染防治和能力建设4个类型。,candidate_requires_manual_review
yunnan_2025_chishui_case,77.31亿元,77.31,亿元,2020|2023,云南,通过生态补偿机制“攥指成拳”，2020年至2023年，云南累计撬动77.31亿元生态环境保护投入，大幅度削减了云南段以城镇农村生活污染为主的入河污染负荷量，有效改善了干支流水质，形成了“生态环境优良—生态补偿获益—环保投入增加—环境质量提升”的良性循环，形成了合作共治、责任共担、效益共享的流域保护和治理长效机制。,candidate_requires_manual_review
paper_2025_chishui_ecosystem_services,77.2亿元,77.2,亿元,2021,,（2）2021年赤水河流域理论补偿金额为77.2亿元，仁怀市、汇川区、七星关区和播州区分别承担58.1%、19.4%、17.7%和4.8%的补偿额度。,candidate_requires_manual_review
sichuan_2022_accounts_chishui_2021,90 亿元,90,亿元,,,推动新增 8 亿一般政府债券，发行 90 亿元绿色金融债券、新增绿色贷款 637 亿元。,candidate_requires_manual_review
sichuan_2022_accounts_chishui_2021,637 亿元,637,亿元,,,推动新增 8 亿一般政府债券，发行 90 亿元绿色金融债券、新增绿色贷款 637 亿元。,candidate_requires_manual_review
sichuan_2022_accounts_chishui_2021,1.58 万亿元,1.58,万亿元,,,优化环评审批服务，项目环评平均审批时间较法定时限压 缩超 60%，创新实施重大基础设施项目环评审批不与污染物总量 指标挂钩，投资约 1.58 万亿元的 5393 个建设项目环评获批。,candidate_requires_manual_review
sichuan_2022_accounts_chishui_2021,5 亿元,5,亿元,,,累计成交 国家核证自愿减排量突破 3600 万吨、单边成交额突破 5 亿元。,candidate_requires_manual_review
sichuan_2022_accounts_chishui_2021,163903.67 万元,163903.67,万元,,四川,纳入我厅 2022 年度部门决算编制范围的二级预算单位包 括： 1．四川省生态环境厅（本级） 2．四川省生态环境保护综合行政执法总队 3．四川省生态环境科学研究院 — 9 — 4．四川省生态环境监测总站 5．四川省辐射环境管理监测中心站 6．四川省生态环境厅机关服务中心 7．四川省环境信息中心 8．四川省大气污染防治保障中心 9．四川省生态环境宣传教育中心 10．四川省生态环境对外交流合作中心 11．四川省环境工程评估中心 12．四川省固体废物与化学品管理中心 13．四川省环境应急与事故调查中心 14．四川省环境政策研究与规划院 15．四川省自贡生态环境监测中心站 16．四川省攀枝花生态环境监测中心站 17．四川省泸州生态环境监测中心站 18．四川省德阳生态环境监测中心站 19．四川省绵阳生态环境监测中心站 20．四川省广元生态环境监测中心站 21．四川省遂宁生态环境监测中心站 22．四川省内江生态环境监测中心站 23．四川省乐山生态环境监测中心站 24．四川省南充生态环境监测中心站 25．四川省宜宾生态环境监测中心站 — 10 — 26．四川省广安生态环境监测中心站 27．四川省达州生态环境监测中心站 28．四川省巴中生态环境监测中心站 29．四川省雅安生态环境监测中心站 30．四川省眉山生态环境监测中心站 31．四川省资阳生态环境监测中心站 32．四川省阿坝生态环境监测中心站 33．四川省甘孜生态环境监测中心站 34．四川省凉山生态环境监测中心站 — 11 — 第二部分 2022 年度部门决算情况说明 一、收入支出决算总体情况说明 2022 年度收、支总计 163903.67 万元。,candidate_requires_manual_review
sichuan_2022_accounts_chishui_2021,68945.72 万元,68945.72,万元,,,与 2021 年相比， 收、支总计各增加 68945.72 万元，增长 72.61%。,candidate_requires_manual_review
sichuan_2022_accounts_chishui_2021,153600.36 万元,153600.36,万元,,,（图 1：收、支决算总计变动情况图）（柱状图） — 12 — 二、收入决算情况说明 2022 年本年收入合计 153600.36 万元，其中：一般公共预 算财政拨款收入 128016.16 万元，占 83.34%；,candidate_requires_manual_review
sichuan_2022_accounts_chishui_2021,128016.16 万元,128016.16,万元,,,（图 1：收、支决算总计变动情况图）（柱状图） — 12 — 二、收入决算情况说明 2022 年本年收入合计 153600.36 万元，其中：一般公共预 算财政拨款收入 128016.16 万元，占 83.34%；,candidate_requires_manual_review
sichuan_2022_accounts_chishui_2021,11390.19 万元,11390.19,万元,,,事业收入 11390.19 万元，占 7.42%；,candidate_requires_manual_review
sichuan_2022_accounts_chishui_2021,5365.02 万元,5365.02,万元,,,经营收入 5365.02 万元，占 3.49%；,candidate_requires_manual_review
sichuan_2022_accounts_chishui_2021,8828.98 万元,8828.98,万元,,,其他收入 8828.98 万元，占 5.75%。,candidate_requires_manual_review
sichuan_2022_accounts_chishui_2021,153428.69 万元,153428.69,万元,,,（图 2：收入决算结构图）（饼状图） — 13 — 三、支出决算情况说明 2022 年本年支出合计 153428.69 万元，其中：基本支出 54627.71 万元，占 35.6%；,candidate_requires_manual_review
sichuan_2022_accounts_chishui_2021,54627.71 万元,54627.71,万元,,,（图 2：收入决算结构图）（饼状图） — 13 — 三、支出决算情况说明 2022 年本年支出合计 153428.69 万元，其中：基本支出 54627.71 万元，占 35.6%；,candidate_requires_manual_review
sichuan_2022_accounts_chishui_2021,93927.18 万元,93927.18,万元,,,项目支出 93927.18 万元，占 61.22%；,candidate_requires_manual_review
sichuan_2022_accounts_chishui_2021,4873.8 万元,4873.8,万元,,,经营支出 4873.8 万元，占 3.18%。,candidate_requires_manual_review
sichuan_2022_accounts_chishui_2021,128016.16 万元,128016.16,万元,,,（图 3：支出决算结构图）（饼状图） — 14 — 四、财政拨款收入支出决算总体情况说明 2022 年财政拨款收、支总计 128016.16 万元。,candidate_requires_manual_review
sichuan_2022_accounts_chishui_2021,75000.67 万元,75000.67,万元,,,与 2021 年 相比，财政拨款收、支总计各增加 75000.67 万元，增长 141.47%。,candidate_requires_manual_review
sichuan_2022_accounts_chishui_2021,127987.82 万元,127987.82,万元,,,（图 4：财政拨款收、支决算总计变动情况）（柱状图） 五、一般公共预算财政拨款支出决算情况说明 （一）一般公共预算财政拨款支出决算总体情况 2022 年一般公共预算财政拨款支出 127987.82 万元，占本 年支出合计的 83.42%。,candidate_requires_manual_review
sichuan_2022_accounts_chishui_2021,74972.56 万元,74972.56,万元,,,与 2021 年相比，一般公共预算财政拨 款支出增加 74972.56 万元，增长 141.42%。,candidate_requires_manual_review
sichuan_2022_accounts_chishui_2021,127987.82 万元,127987.82,万元,,,（图 5：一般公共预算财政拨款支出决算变动情况）（柱状图） （二）一般公共预算财政拨款支出决算结构情况 2022 年一般公共预算财政拨款支出 127987.82 万元，主要 用于以下方面：教育支出 322.18 万元，占 0.25%；,candidate_requires_manual_review
sichuan_2022_accounts_chishui_2021,322.18 万元,322.18,万元,,,（图 5：一般公共预算财政拨款支出决算变动情况）（柱状图） （二）一般公共预算财政拨款支出决算结构情况 2022 年一般公共预算财政拨款支出 127987.82 万元，主要 用于以下方面：教育支出 322.18 万元，占 0.25%；,candidate_requires_manual_review
sichuan_2022_accounts_chishui_2021,1619.04 万元,1619.04,万元,,,科学技术支 出 1619.04 万元，占 1.26%；,candidate_requires_manual_review
sichuan_2022_accounts_chishui_2021,4673.75 万元,4673.75,万元,,,社会保障和就业支出 4673.75 万元， 占 3.65%；,candidate_requires_manual_review
sichuan_2022_accounts_chishui_2021,2238.56 万元,2238.56,万元,,,卫生健康支出 2238.56 万元，占 1.75%；,candidate_requires_manual_review
sichuan_2022_accounts_chishui_2021,115826.83 万元,115826.83,万元,,,节能环保支 出 115826.83 万元，占 90.5%；,candidate_requires_manual_review
